order_id,product_id,quantity,item_price
O907154,P532,1.0,499.0
O900610,P533,3.0,499.0
O902412,P534,1.0,799.0
O903462,P535,1.0,499.0
O908949,P536,3.0,499.0
O900883,P537,1.0,199.0
O902109,P538,,
O905762,P539,3.0,499.0
O907240,P540,,199.0
O903784,P541,3.0,199.0
O903320,P542,,199.0
O903646,P543,,199.0
O909246,P544,,199.0
O900658,P545,1.0,199.0
O903945,P546,3.0,799.0
O905165,P547,3.0,499.0
O908812,P548,1.0,199.0
O903211,P549,2.0,499.0
O906272,P500,3.0,499.0
O901026,P501,2.0,99.0
O901428,P502,2.0,499.0
O907274,P503,3.0,99.0
O900435,P504,2.0,799.0
O909585,P505,,499.0
O904412,P506,3.0,499.0
O904855,P507,,799.0
O906236,P508,3.0,499.0
O904232,P509,3.0,99.0
O903229,P510,,
O903896,P511,2.0,799.0
O901831,P512,,799.0
O903889,P513,,799.0
O902858,P514,3.0,99.0
O907795,P515,2.0,799.0
O908552,P516,1.0,199.0
O901183,P517,3.0,199.0
O904340,P518,3.0,
O908633,P519,1.0,799.0
O903611,P520,3.0,199.0
O908522,P521,3.0,99.0
O901692,P522,,199.0
O901621,P523,1.0,
O905238,P524,,199.0
O907971,P525,2.0,499.0
O900420,P526,1.0,799.0
O909583,P527,1.0,799.0
O906259,P528,3.0,499.0
O906568,P529,,99.0
O900173,P530,2.0,99.0
O909972,P531,1.0,799.0
O908643,P532,2.0,199.0
O903355,P533,,99.0
O904547,P534,2.0,99.0
O904017,P535,,199.0
O901653,P536,,
O901708,P537,1.0,99.0
O902657,P538,2.0,799.0
O900305,P539,,499.0
O906974,P540,,499.0
O906996,P541,2.0,199.0
O906300,P542,1.0,99.0
O909566,P543,1.0,199.0
O909671,P544,1.0,
O908643,P545,1.0,199.0
O902016,P546,,
O907359,P547,3.0,199.0
O908794,P548,2.0,499.0
O900549,P549,3.0,99.0
O904522,P500,1.0,499.0
O904258,P501,2.0,99.0
O904435,P502,3.0,99.0
O902787,P503,2.0,
O901712,P504,,
O906249,P505,3.0,
O907238,P506,2.0,799.0
O909521,P507,3.0,499.0
O900302,P508,3.0,99.0
O904782,P509,2.0,799.0
O909907,P510,3.0,99.0
O903254,P511,,99.0
O900782,P512,3.0,
O901880,P513,3.0,199.0
O907962,P514,1.0,799.0
O908027,P515,,99.0
O900565,P516,3.0,
O906065,P517,,
O908288,P518,3.0,
O908892,P519,1.0,99.0
O909853,P520,1.0,99.0
O907256,P521,,
O905304,P522,,99.0
O906429,P523,1.0,799.0
O906921,P524,,
O906368,P525,1.0,499.0
O902533,P526,1.0,99.0
O904211,P527,2.0,799.0
O905301,P528,2.0,799.0
O906350,P529,,499.0
O906992,P530,3.0,199.0
O902748,P531,,99.0
O900624,P532,3.0,499.0
O906428,P533,1.0,199.0
O905790,P534,2.0,199.0
O904139,P535,3.0,99.0
O905833,P536,3.0,799.0
O905453,P537,2.0,799.0
O902756,P538,1.0,99.0
O904940,P539,1.0,99.0
O900413,P540,,199.0
O901436,P541,1.0,
O905041,P542,1.0,799.0
O904108,P543,3.0,
O909041,P544,,
O908936,P545,2.0,799.0
O903923,P546,,
O905789,P547,3.0,799.0
O909021,P548,2.0,199.0
O902614,P549,2.0,99.0
O907064,P500,,199.0
O904121,P501,2.0,799.0
O904009,P502,1.0,499.0
O900216,P503,3.0,
O909458,P504,2.0,
O901661,P505,1.0,199.0
O909332,P506,3.0,799.0
O900856,P507,,99.0
O901202,P508,3.0,99.0
O900153,P509,,199.0
O905940,P510,3.0,799.0
O907536,P511,1.0,199.0
O909337,P512,,99.0
O904354,P513,2.0,199.0
O909885,P514,1.0,199.0
O900555,P515,1.0,199.0
O900943,P516,1.0,799.0
O907421,P517,2.0,799.0
O901721,P518,,199.0
O906639,P519,3.0,799.0
O907900,P520,1.0,799.0
O901100,P521,1.0,
O904784,P522,3.0,199.0
O901371,P523,2.0,799.0
O909444,P524,,199.0
O909092,P525,3.0,99.0
O902644,P526,,199.0
O903932,P527,1.0,
O904239,P528,3.0,499.0
O909213,P529,3.0,499.0
O903224,P530,,499.0
O903080,P531,,
O902365,P532,,
O904423,P533,2.0,
O901874,P534,3.0,799.0
O905354,P535,1.0,199.0
O905300,P536,,99.0
O901595,P537,3.0,499.0
O900012,P538,3.0,
O904851,P539,2.0,499.0
O903378,P540,1.0,799.0
O902460,P541,,799.0
O908536,P542,1.0,499.0
O900322,P543,,199.0
O904578,P544,2.0,199.0
O904367,P545,1.0,
O902742,P546,,99.0
O908738,P547,1.0,199.0
O905717,P548,3.0,799.0
O906772,P549,,99.0
O906576,P500,,199.0
O907598,P501,3.0,799.0
O906970,P502,1.0,199.0
O900125,P503,2.0,799.0
O907355,P504,3.0,99.0
O908174,P505,,
O901531,P506,,199.0
O900349,P507,3.0,199.0
O904913,P508,3.0,199.0
O909684,P509,3.0,
O903944,P510,3.0,99.0
O904555,P511,,199.0
O901216,P512,,799.0
O902822,P513,,499.0
O906699,P514,,99.0
O908443,P515,3.0,199.0
O909603,P516,,
O902199,P517,,499.0
O903727,P518,,499.0
O902706,P519,,
O905157,P520,1.0,
O901538,P521,1.0,99.0
O903202,P522,3.0,199.0
O901647,P523,1.0,
O909783,P524,1.0,199.0
O907468,P525,,799.0
O900092,P526,3.0,
O901137,P527,,
O906359,P528,,499.0
O903495,P529,1.0,199.0
O903040,P530,3.0,
O907560,P531,2.0,499.0
O907959,P532,1.0,
O903860,P533,2.0,99.0
O906246,P534,1.0,799.0
O905894,P535,2.0,199.0
O907788,P536,2.0,799.0
O902966,P537,3.0,99.0
O903653,P538,1.0,799.0
O903283,P539,3.0,99.0
O905080,P540,,99.0
O907138,P541,1.0,499.0
O906896,P542,,99.0
O907333,P543,,499.0
O903442,P544,,799.0
O901978,P545,,499.0
O902782,P546,3.0,
O907226,P547,1.0,
O902654,P548,,99.0
O908354,P549,2.0,99.0
O906741,P500,1.0,
O900687,P501,,799.0
O904674,P502,3.0,199.0
O901970,P503,3.0,499.0
O908445,P504,2.0,799.0
O903051,P505,3.0,499.0
O905584,P506,1.0,99.0
O908111,P507,3.0,199.0
O908866,P508,3.0,799.0
O902224,P509,2.0,
O906689,P510,,799.0
O908794,P511,1.0,799.0
O903911,P512,2.0,99.0
O905742,P513,,799.0
O901860,P514,1.0,499.0
O901800,P515,1.0,199.0
O902181,P516,1.0,99.0
O903365,P517,2.0,
O901650,P518,2.0,799.0
O903921,P519,2.0,99.0
O902741,P520,1.0,199.0
O900060,P521,,
O908313,P522,3.0,
O905856,P523,1.0,499.0
O901234,P524,3.0,
O906211,P525,1.0,199.0
O903629,P526,,
O905618,P527,2.0,799.0
O906237,P528,,
O903080,P529,,99.0
O908609,P530,,499.0
O908196,P531,1.0,499.0
O903952,P532,1.0,
O907858,P533,2.0,499.0
O901808,P534,1.0,99.0
O909758,P535,,799.0
O908902,P536,3.0,
O904894,P537,3.0,
O906803,P538,1.0,99.0
O905967,P539,3.0,
O906823,P540,1.0,199.0
O908961,P541,3.0,99.0
O901607,P542,2.0,99.0
O902782,P543,1.0,499.0
O905309,P544,3.0,
O901226,P545,,199.0
O901055,P546,,799.0
O908676,P547,2.0,99.0
O901187,P548,1.0,499.0
O909025,P549,1.0,199.0
O904220,P500,3.0,
O903818,P501,,99.0
O908797,P502,,
O900230,P503,1.0,
O905180,P504,2.0,
O903600,P505,2.0,799.0
O904358,P506,2.0,
O906423,P507,2.0,799.0
O904742,P508,1.0,99.0
O900262,P509,1.0,
O900010,P510,1.0,799.0
O905163,P511,2.0,499.0
O907458,P512,3.0,199.0
O909288,P513,1.0,799.0
O905759,P514,2.0,
O903925,P515,2.0,
O907710,P516,1.0,99.0
O901183,P517,,99.0
O905748,P518,2.0,99.0
O907491,P519,3.0,
O908042,P520,1.0,799.0
O907371,P521,2.0,99.0
O900559,P522,1.0,499.0
O901643,P523,2.0,199.0
O907639,P524,3.0,
O904406,P525,3.0,
O903693,P526,1.0,
O905240,P527,3.0,799.0
O908885,P528,,499.0
O908721,P529,1.0,199.0
O904695,P530,2.0,499.0
O907695,P531,3.0,99.0
O900667,P532,,
O901593,P533,3.0,99.0
O903376,P534,1.0,799.0
O907553,P535,3.0,99.0
O909054,P536,2.0,499.0
O909698,P537,1.0,799.0
O908676,P538,3.0,199.0
O903570,P539,2.0,99.0
O902509,P540,2.0,
O903714,P541,1.0,
O902802,P542,3.0,99.0
O903008,P543,1.0,
O901281,P544,2.0,99.0
O900706,P545,1.0,499.0
O901949,P546,3.0,
O900888,P547,2.0,199.0
O906775,P548,1.0,199.0
O904372,P549,3.0,199.0
O908987,P500,3.0,499.0
O902641,P501,,
O907075,P502,,199.0
O902399,P503,3.0,499.0
O909583,P504,3.0,499.0
O902332,P505,2.0,
O905957,P506,3.0,199.0
O907257,P507,,499.0
O904586,P508,1.0,499.0
O905802,P509,3.0,799.0
O905276,P510,,99.0
O908974,P511,,99.0
O906370,P512,1.0,499.0
O908991,P513,1.0,799.0
O909167,P514,,199.0
O909873,P515,,99.0
O900577,P516,,
O902994,P517,1.0,
O905235,P518,3.0,799.0
O908403,P519,,499.0
O901199,P520,1.0,799.0
O909173,P521,2.0,199.0
O900406,P522,2.0,99.0
O905932,P523,3.0,
O905333,P524,2.0,499.0
O909792,P525,1.0,799.0
O909409,P526,2.0,799.0
O906846,P527,1.0,99.0
O903621,P528,3.0,199.0
O902563,P529,,199.0
O909275,P530,,
O909183,P531,3.0,
O905863,P532,3.0,
O902757,P533,3.0,99.0
O903309,P534,2.0,199.0
O909670,P535,3.0,799.0
O904965,P536,,99.0
O907939,P537,3.0,199.0
O906207,P538,3.0,99.0
O904919,P539,,199.0
O905808,P540,1.0,499.0
O902166,P541,,
O900366,P542,,
O900781,P543,2.0,799.0
O908411,P544,2.0,799.0
O907118,P545,3.0,499.0
O902430,P546,,
O908876,P547,1.0,
O902300,P548,1.0,799.0
O903955,P549,,
O907182,P500,3.0,799.0
O907846,P501,,
O905141,P502,1.0,
O901178,P503,3.0,499.0
O909210,P504,1.0,499.0
O906788,P505,,199.0
O907030,P506,3.0,
O909614,P507,3.0,199.0
O908481,P508,1.0,199.0
O905633,P509,2.0,
O908292,P510,3.0,
O904242,P511,2.0,499.0
O906477,P512,,499.0
O907077,P513,,499.0
O900362,P514,2.0,
O908982,P515,3.0,199.0
O900458,P516,2.0,499.0
O901992,P517,1.0,
O909214,P518,1.0,499.0
O901869,P519,1.0,499.0
O909195,P520,3.0,799.0
O902466,P521,3.0,799.0
O900282,P522,2.0,499.0
O909932,P523,2.0,499.0
O903917,P524,1.0,199.0
O900914,P525,3.0,499.0
O904632,P526,1.0,499.0
O903918,P527,3.0,199.0
O909987,P528,,499.0
O905041,P529,3.0,199.0
O908698,P530,1.0,
O908293,P531,2.0,99.0
O908374,P532,,499.0
O907238,P533,,199.0
O908624,P534,,
O906762,P535,3.0,199.0
O905717,P536,2.0,
O902105,P537,3.0,199.0
O902953,P538,3.0,
O902223,P539,1.0,99.0
O904200,P540,2.0,99.0
O901608,P541,,499.0
O906425,P542,,499.0
O906691,P543,2.0,99.0
O909291,P544,,799.0
O901348,P545,1.0,499.0
O903924,P546,1.0,799.0
O904595,P547,2.0,
O909818,P548,3.0,499.0
O903031,P549,,799.0
O906237,P500,2.0,199.0
O909421,P501,3.0,799.0
O908047,P502,1.0,99.0
O907197,P503,,799.0
O903347,P504,3.0,499.0
O909421,P505,,499.0
O906200,P506,,99.0
O908437,P507,3.0,499.0
O902405,P508,,799.0
O903086,P509,1.0,
O908676,P510,3.0,199.0
O907077,P511,1.0,799.0
O902272,P512,3.0,799.0
O904218,P513,,799.0
O904840,P514,,199.0
O909295,P515,,199.0
O902140,P516,,799.0
O906938,P517,2.0,99.0
O906999,P518,1.0,799.0
O901140,P519,,
O906250,P520,1.0,799.0
O903599,P521,2.0,199.0
O903936,P522,1.0,99.0
O906736,P523,2.0,99.0
O901783,P524,3.0,499.0
O909555,P525,1.0,199.0
O907894,P526,2.0,99.0
O905754,P527,1.0,99.0
O905000,P528,,199.0
O909461,P529,1.0,99.0
O905136,P530,1.0,799.0
O905259,P531,1.0,499.0
O902835,P532,1.0,499.0
O909723,P533,3.0,99.0
O908158,P534,1.0,499.0
O900945,P535,3.0,99.0
O905658,P536,2.0,199.0
O904853,P537,2.0,799.0
O900064,P538,3.0,99.0
O900237,P539,1.0,
O903965,P540,1.0,799.0
O908301,P541,2.0,99.0
O907960,P542,1.0,99.0
O900482,P543,,499.0
O902332,P544,1.0,499.0
O903068,P545,1.0,499.0
O904907,P546,2.0,
O906202,P547,2.0,799.0
O908242,P548,2.0,499.0
O905011,P549,1.0,
O909663,P500,3.0,799.0
O901160,P501,2.0,99.0
O909373,P502,3.0,199.0
O900129,P503,3.0,199.0
O905131,P504,2.0,499.0
O906057,P505,1.0,
O907225,P506,2.0,499.0
O908993,P507,,799.0
O902379,P508,,499.0
O901124,P509,2.0,199.0
O909384,P510,,499.0
O900852,P511,1.0,99.0
O905813,P512,3.0,499.0
O908601,P513,3.0,99.0
O907221,P514,,199.0
O906161,P515,2.0,499.0
O900541,P516,2.0,199.0
O909476,P517,1.0,799.0
O906660,P518,,199.0
O908639,P519,2.0,199.0
O900003,P520,3.0,799.0
O908764,P521,2.0,499.0
O909219,P522,1.0,799.0
O900284,P523,2.0,
O903886,P524,,199.0
O907805,P525,,199.0
O901917,P526,3.0,799.0
O906020,P527,1.0,499.0
O909128,P528,2.0,499.0
O900754,P529,2.0,799.0
O909389,P530,3.0,499.0
O907176,P531,,199.0
O909073,P532,3.0,
O904856,P533,2.0,799.0
O901458,P534,1.0,
O907649,P535,,799.0
O902196,P536,3.0,199.0
O907426,P537,2.0,99.0
O900629,P538,3.0,199.0
O907103,P539,,799.0
O902618,P540,,199.0
O908368,P541,,
O903455,P542,,199.0
O904392,P543,1.0,499.0
O905549,P544,1.0,499.0
O900090,P545,1.0,499.0
O900561,P546,3.0,199.0
O904796,P547,3.0,
O909621,P548,1.0,199.0
O906487,P549,1.0,
O908528,P500,,
O906397,P501,,499.0
O908952,P502,1.0,199.0
O909271,P503,2.0,99.0
O909647,P504,,799.0
O908591,P505,,199.0
O902047,P506,1.0,799.0
O908930,P507,2.0,199.0
O908034,P508,2.0,199.0
O903182,P509,,199.0
O905779,P510,1.0,99.0
O908418,P511,3.0,199.0
O900943,P512,1.0,99.0
O909496,P513,,
O903288,P514,2.0,
O906587,P515,,
O904373,P516,,199.0
O907615,P517,3.0,99.0
O909942,P518,3.0,499.0
O904031,P519,1.0,799.0
O907238,P520,3.0,99.0
O903001,P521,2.0,199.0
O909141,P522,2.0,99.0
O907493,P523,2.0,99.0
O904561,P524,3.0,
O905921,P525,3.0,99.0
O900612,P526,2.0,199.0
O904165,P527,1.0,499.0
O907945,P528,1.0,99.0
O903296,P529,3.0,799.0
O904738,P530,3.0,99.0
O904609,P531,3.0,
O900177,P532,,499.0
O907380,P533,3.0,
O904102,P534,,
O908717,P535,2.0,499.0
O903442,P536,2.0,99.0
O906891,P537,1.0,799.0
O900898,P538,1.0,499.0
O900123,P539,2.0,799.0
O903644,P540,2.0,
O909091,P541,1.0,499.0
O902125,P542,3.0,799.0
O903280,P543,2.0,199.0
O902972,P544,2.0,499.0
O902187,P545,,199.0
O909801,P546,3.0,799.0
O901350,P547,3.0,799.0
O906607,P548,,99.0
O901087,P549,2.0,199.0
O900173,P500,1.0,799.0
O901622,P501,3.0,
O907357,P502,2.0,99.0
O900975,P503,1.0,99.0
O906875,P504,2.0,
O907056,P505,,199.0
O903558,P506,,99.0
O902545,P507,3.0,799.0
O907671,P508,2.0,199.0
O900849,P509,3.0,499.0
O902057,P510,,499.0
O905447,P511,1.0,99.0
O906295,P512,2.0,
O909246,P513,,799.0
O900807,P514,3.0,99.0
O904980,P515,,799.0
O907770,P516,2.0,199.0
O904806,P517,,99.0
O907327,P518,,799.0
O906713,P519,3.0,499.0
O902517,P520,1.0,99.0
O902954,P521,2.0,
O902450,P522,,99.0
O905699,P523,2.0,99.0
O908709,P524,1.0,499.0
O906208,P525,2.0,199.0
O906229,P526,1.0,499.0
O903340,P527,,
O909346,P528,,199.0
O908970,P529,2.0,799.0
O909562,P530,1.0,
O902371,P531,2.0,199.0
O907986,P532,,99.0
O902564,P533,3.0,
O909002,P534,2.0,199.0
O906868,P535,,99.0
O902882,P536,3.0,
O909454,P537,1.0,
O903222,P538,3.0,99.0
O906155,P539,3.0,799.0
O900489,P540,,799.0
O906822,P541,,799.0
O903416,P542,2.0,99.0
O904055,P543,3.0,99.0
O905278,P544,1.0,799.0
O904512,P545,3.0,
O903035,P546,3.0,799.0
O904941,P547,1.0,199.0
O907444,P548,,199.0
O902745,P549,2.0,199.0
O903970,P500,1.0,199.0
O909833,P501,3.0,199.0
O906552,P502,1.0,
O906423,P503,,
O908688,P504,,499.0
O907180,P505,1.0,799.0
O907276,P506,2.0,799.0
O907488,P507,3.0,199.0
O907268,P508,,99.0
O903819,P509,3.0,99.0
O900089,P510,,799.0
O900419,P511,2.0,199.0
O903476,P512,2.0,99.0
O900259,P513,,199.0
O902998,P514,1.0,
O909016,P515,1.0,499.0
O903301,P516,3.0,499.0
O903758,P517,2.0,199.0
O901676,P518,1.0,799.0
O902923,P519,2.0,799.0
O902444,P520,1.0,99.0
O901595,P521,2.0,799.0
O906102,P522,3.0,199.0
O902085,P523,3.0,99.0
O902518,P524,,99.0
O902881,P525,3.0,799.0
O901220,P526,,199.0
O905561,P527,3.0,499.0
O900215,P528,,
O907444,P529,,99.0
O903314,P530,3.0,799.0
O905598,P531,2.0,499.0
O903624,P532,,499.0
O906128,P533,,799.0
O904286,P534,1.0,799.0
O909614,P535,1.0,99.0
O901219,P536,3.0,199.0
O909162,P537,2.0,
O904657,P538,,
O907533,P539,2.0,99.0
O908412,P540,3.0,799.0
O903459,P541,1.0,99.0
O909464,P542,,
O903146,P543,3.0,499.0
O902263,P544,2.0,799.0
O906663,P545,,499.0
O904032,P546,2.0,199.0
O909008,P547,1.0,499.0
O907339,P548,,
O902034,P549,2.0,799.0
O909802,P500,3.0,799.0
O903164,P501,,
O900814,P502,,99.0
O901847,P503,2.0,199.0
O909693,P504,,199.0
O909115,P505,3.0,
O905777,P506,1.0,99.0
O905495,P507,2.0,
O900641,P508,,499.0
O903189,P509,,799.0
O900535,P510,2.0,99.0
O904491,P511,1.0,499.0
O903228,P512,,199.0
O903978,P513,,199.0
O904855,P514,3.0,799.0
O907381,P515,2.0,199.0
O905272,P516,,799.0
O900498,P517,1.0,199.0
O909969,P518,1.0,499.0
O905205,P519,2.0,799.0
O904853,P520,,499.0
O907965,P521,1.0,799.0
O901003,P522,1.0,799.0
O901716,P523,3.0,99.0
O901725,P524,2.0,499.0
O907754,P525,,99.0
O907298,P526,1.0,799.0
O902200,P527,3.0,799.0
O903308,P528,2.0,499.0
O904919,P529,,799.0
O906502,P530,,
O906301,P531,1.0,99.0
O907021,P532,,199.0
O908059,P533,1.0,799.0
O908188,P534,,199.0
O903637,P535,1.0,499.0
O906910,P536,3.0,199.0
O900385,P537,1.0,799.0
O909733,P538,3.0,99.0
O903147,P539,3.0,
O902086,P540,2.0,
O904519,P541,2.0,199.0
O904616,P542,1.0,99.0
O907574,P543,1.0,
O907186,P544,3.0,99.0
O906008,P545,2.0,499.0
O906499,P546,,99.0
O909305,P547,3.0,
O901096,P548,1.0,499.0
O900963,P549,3.0,199.0
O904379,P500,1.0,
O904667,P501,1.0,799.0
O906202,P502,1.0,799.0
O908589,P503,1.0,99.0
O901791,P504,2.0,499.0
O907809,P505,2.0,499.0
O902567,P506,,799.0
O906128,P507,,
O909760,P508,,
O908699,P509,,799.0
O908585,P510,,199.0
O906836,P511,,799.0
O900191,P512,2.0,
O905703,P513,3.0,199.0
O901207,P514,,799.0
O908247,P515,,499.0
O906228,P516,2.0,99.0
O908179,P517,2.0,199.0
O901070,P518,,199.0
O908241,P519,3.0,199.0
O908795,P520,,
O906994,P521,1.0,499.0
O903041,P522,1.0,99.0
O909255,P523,3.0,799.0
O908884,P524,3.0,799.0
O900405,P525,2.0,199.0
O908841,P526,1.0,499.0
O909989,P527,3.0,499.0
O907917,P528,1.0,99.0
O904945,P529,3.0,99.0
O903183,P530,2.0,799.0
O902912,P531,1.0,799.0
O904386,P532,2.0,499.0
O906982,P533,2.0,199.0
O906827,P534,,499.0
O907976,P535,,
O906504,P536,3.0,199.0
O909254,P537,1.0,199.0
O907056,P538,2.0,199.0
O901239,P539,,
O908692,P540,2.0,799.0
O906520,P541,,
O909265,P542,1.0,799.0
O900584,P543,3.0,
O900146,P544,3.0,199.0
O903394,P545,2.0,199.0
O909692,P546,3.0,99.0
O905553,P547,3.0,199.0
O909202,P548,2.0,99.0
O901806,P549,1.0,799.0
O905408,P500,3.0,199.0
O908808,P501,1.0,99.0
O908797,P502,2.0,
O903703,P503,2.0,499.0
O904881,P504,1.0,199.0
O909448,P505,,799.0
O903295,P506,,799.0
O907487,P507,3.0,199.0
O907666,P508,3.0,99.0
O906166,P509,1.0,199.0
O906827,P510,3.0,799.0
O900725,P511,2.0,499.0
O904434,P512,2.0,199.0
O905696,P513,3.0,199.0
O905937,P514,2.0,499.0
O902176,P515,2.0,
O907256,P516,3.0,99.0
O900859,P517,3.0,499.0
O908918,P518,1.0,99.0
O906558,P519,,99.0
O909192,P520,3.0,
O905425,P521,1.0,199.0
O902501,P522,2.0,499.0
O902144,P523,,199.0
O900556,P524,,99.0
O903800,P525,3.0,
O904001,P526,2.0,499.0
O905332,P527,1.0,499.0
O905807,P528,,499.0
O905967,P529,3.0,799.0
O908714,P530,1.0,499.0
O900988,P531,1.0,
O901978,P532,,
O901108,P533,3.0,
O903189,P534,,99.0
O905448,P535,3.0,499.0
O907185,P536,,
O906310,P537,1.0,199.0
O901500,P538,2.0,
O907964,P539,,
O908506,P540,,
O900986,P541,2.0,99.0
O903345,P542,2.0,799.0
O900420,P543,,799.0
O900341,P544,,799.0
O902421,P545,,199.0
O901629,P546,,499.0
O900104,P547,,
O902701,P548,2.0,99.0
O902402,P549,2.0,499.0
O900865,P500,1.0,99.0
O908665,P501,2.0,99.0
O900501,P502,2.0,799.0
O904895,P503,1.0,499.0
O902981,P504,1.0,499.0
O906980,P505,,799.0
O907174,P506,1.0,499.0
O904138,P507,1.0,499.0
O906902,P508,,799.0
O903923,P509,,199.0
O905517,P510,1.0,499.0
O909432,P511,3.0,499.0
O906523,P512,1.0,199.0
O906408,P513,2.0,99.0
O903278,P514,3.0,199.0
O905099,P515,,
O904581,P516,1.0,199.0
O905625,P517,,499.0
O908308,P518,2.0,799.0
O903614,P519,3.0,799.0
O901793,P520,1.0,499.0
O909266,P521,2.0,99.0
O906430,P522,,499.0
O905804,P523,1.0,799.0
O907404,P524,1.0,
O900531,P525,2.0,199.0
O907582,P526,,199.0
O905147,P527,,499.0
O902423,P528,1.0,199.0
O902592,P529,1.0,
O905095,P530,2.0,
O902776,P531,1.0,199.0
O905459,P532,,99.0
O900795,P533,,499.0
O906712,P534,,799.0
O901526,P535,1.0,
O909884,P536,2.0,799.0
O909296,P537,1.0,199.0
O909828,P538,1.0,499.0
O903333,P539,,199.0
O903625,P540,3.0,99.0
O907343,P541,1.0,499.0
O909635,P542,,199.0
O905865,P543,1.0,799.0
O909872,P544,1.0,
O900579,P545,3.0,199.0
O901344,P546,,99.0
O908900,P547,1.0,499.0
O909705,P548,,499.0
O908497,P549,3.0,99.0
O909486,P500,3.0,799.0
O901018,P501,1.0,799.0
O900325,P502,2.0,499.0
O905883,P503,1.0,
O905782,P504,,499.0
O904144,P505,1.0,499.0
O907818,P506,3.0,99.0
O903822,P507,3.0,799.0
O902258,P508,3.0,199.0
O905397,P509,1.0,199.0
O906922,P510,2.0,499.0
O907797,P511,3.0,799.0
O907505,P512,1.0,99.0
O906093,P513,3.0,799.0
O906272,P514,3.0,199.0
O902254,P515,,
O901846,P516,2.0,799.0
O907609,P517,1.0,99.0
O902363,P518,,499.0
O903531,P519,,799.0
O908299,P520,1.0,499.0
O907212,P521,1.0,
O902006,P522,1.0,799.0
O907792,P523,2.0,99.0
O906310,P524,,99.0
O905773,P525,2.0,799.0
O902979,P526,1.0,799.0
O901965,P527,2.0,99.0
O907167,P528,2.0,199.0
O902704,P529,2.0,
O905789,P530,2.0,199.0
O901814,P531,1.0,
O901107,P532,2.0,799.0
O906851,P533,2.0,499.0
O902669,P534,2.0,199.0
O905333,P535,,499.0
O905437,P536,3.0,799.0
O904235,P537,3.0,
O902590,P538,3.0,199.0
O904487,P539,3.0,799.0
O900227,P540,2.0,
O905786,P541,3.0,799.0
O902672,P542,2.0,
O900214,P543,,199.0
O903701,P544,,
O907225,P545,2.0,
O908094,P546,3.0,499.0
O907862,P547,3.0,799.0
O907286,P548,1.0,499.0
O902635,P549,3.0,799.0
O906324,P500,2.0,99.0
O902013,P501,3.0,199.0
O901398,P502,1.0,799.0
O906259,P503,3.0,99.0
O905440,P504,3.0,199.0
O900253,P505,,799.0
O900711,P506,1.0,499.0
O905769,P507,1.0,
O901534,P508,,99.0
O909125,P509,,499.0
O907237,P510,3.0,199.0
O906545,P511,3.0,99.0
O901100,P512,2.0,
O900177,P513,,499.0
O900283,P514,,199.0
O901717,P515,3.0,199.0
O909028,P516,3.0,499.0
O901984,P517,3.0,799.0
O909775,P518,,99.0
O908193,P519,3.0,199.0
O908980,P520,1.0,799.0
O900546,P521,3.0,799.0
O908798,P522,1.0,199.0
O903843,P523,3.0,799.0
O902689,P524,3.0,99.0
O906319,P525,2.0,99.0
O902795,P526,3.0,99.0
O907625,P527,2.0,99.0
O900028,P528,,99.0
O900171,P529,,99.0
O905504,P530,1.0,99.0
O902910,P531,1.0,
O909060,P532,3.0,
O908209,P533,,199.0
O906071,P534,2.0,199.0
O907533,P535,2.0,199.0
O906001,P536,1.0,
O906629,P537,3.0,799.0
O907489,P538,,499.0
O906876,P539,3.0,
O907278,P540,,499.0
O908537,P541,1.0,
O904211,P542,1.0,499.0
O907494,P543,2.0,799.0
O906544,P544,,499.0
O907454,P545,3.0,199.0
O906311,P546,,
O907948,P547,2.0,199.0
O909422,P548,3.0,
O903947,P549,,
O907378,P500,1.0,499.0
O909855,P501,3.0,799.0
O904493,P502,1.0,199.0
O909404,P503,,199.0
O905466,P504,2.0,99.0
O900879,P505,2.0,
O906182,P506,2.0,
O909536,P507,2.0,199.0
O907629,P508,2.0,499.0
O904535,P509,,
O903472,P510,2.0,199.0
O909113,P511,,799.0
O904270,P512,3.0,499.0
O909533,P513,3.0,99.0
O908993,P514,3.0,
O907188,P515,,99.0
O906300,P516,1.0,199.0
O907637,P517,3.0,499.0
O900586,P518,2.0,99.0
O907991,P519,1.0,
O903750,P520,2.0,499.0
O902081,P521,2.0,99.0
O909511,P522,3.0,499.0
O908636,P523,2.0,799.0
O900611,P524,3.0,
O900070,P525,3.0,
O905982,P526,,
O908809,P527,2.0,199.0
O909802,P528,1.0,499.0
O905200,P529,3.0,
O900553,P530,2.0,499.0
O901703,P531,,499.0
O900242,P532,,
O909386,P533,,799.0
O909454,P534,,799.0
O900974,P535,3.0,499.0
O900593,P536,,199.0
O907455,P537,1.0,99.0
O905425,P538,3.0,799.0
O904163,P539,3.0,499.0
O905198,P540,3.0,799.0
O902677,P541,3.0,799.0
O907009,P542,1.0,499.0
O902688,P543,,799.0
O906980,P544,,99.0
O900829,P545,2.0,
O908075,P546,,799.0
O900491,P547,,799.0
O908149,P548,3.0,99.0
O908169,P549,2.0,
O908624,P500,2.0,199.0
O907702,P501,2.0,499.0
O903459,P502,2.0,499.0
O904888,P503,3.0,199.0
O900715,P504,1.0,499.0
O906359,P505,2.0,199.0
O903481,P506,,99.0
O902883,P507,1.0,799.0
O900723,P508,1.0,499.0
