order_id,customer_id,order_date,status
O902111,C7607,2025-09-18,DELIVERED
O902112,C4755,2025-03-13,
O902113,C7425,2025-02-17,SHIPPED
O902114,C1047,2025-11-19,DELIVERED
O902115,C2413,2025-08-26,DELIVERED
O902116,C9384,2026-01-16,PLACED
O902117,C7886,2025-04-03,SHIPPED
O902118,C9644,2025-05-17,PLACED
O902119,C5971,2025-05-30,DELIVERED
O902120,C5071,2025-03-15,DELIVERED
O902121,C10089,2025-10-08,PLACED
O902122,C8221,2025-07-01,
O902123,C4638,2025-12-21,
O902124,C7994,2025-09-11,PLACED
O902125,C1485,2025-08-06,DELIVERED
O902126,C6825,2025-10-26,SHIPPED
O902127,C4798,2025-01-14,PLACED
O902128,C5890,2025-10-20,
O902129,C2948,2025-07-13,DELIVERED
O902130,C8550,2025-02-18,
O902131,C10323,2026-01-09,SHIPPED
O902132,C8035,2025-12-28,
O902133,C1741,2025-06-04,DELIVERED
O902134,C8607,2025-08-21,PLACED
O902135,C6704,2025-02-22,DELIVERED
O902136,C4880,2025-12-12,
O902137,C9932,2025-08-15,SHIPPED
O902138,C3064,2025-04-14,
O902139,C2012,2025-09-11,PLACED
O902140,C3913,2025-07-24,PLACED
O902141,C8301,2025-02-04,PLACED
O902142,C6981,2025-07-30,
O902143,C8770,2025-09-16,SHIPPED
O902144,C4734,2025-11-15,
O902145,C1180,2026-01-09,
O902146,C6630,2025-01-29,PLACED
O902147,C4461,2025-12-11,
O902148,C2528,2025-09-21,DELIVERED
O902149,C7346,2026-01-29,
O902150,C6926,2025-07-06,
O902151,C8572,2025-03-17,PLACED
O902152,C5325,2025-05-24,SHIPPED
O902153,C4503,2025-01-11,PLACED
O902154,C1135,2025-08-28,DELIVERED
O902155,C9025,2025-12-03,PLACED
O902156,C9249,2025-12-24,SHIPPED
O902157,C2858,2025-05-11,
O902158,C5998,2025-12-18,SHIPPED
O902159,C10268,2025-12-21,
O902160,C3016,2026-01-04,DELIVERED
O902161,C5279,2025-10-09,
O902162,C6378,2025-01-15,PLACED
O902163,C7828,2025-10-16,
O902164,C7271,2025-11-20,
O902165,C6741,2025-05-26,DELIVERED
O902166,C7974,2025-05-08,
O902167,C8670,2025-09-16,PLACED
O902168,C5755,2025-02-18,DELIVERED
O902169,C6472,2025-04-05,PLACED
O902170,C6070,2025-12-30,PLACED
O902171,C4653,2025-07-26,
O902172,C10996,2025-01-19,DELIVERED
O902173,C2393,2025-05-14,SHIPPED
O902174,C10994,2025-12-21,PLACED
O902175,C5971,2025-08-19,SHIPPED
O902176,C8275,2025-12-24,DELIVERED
O902177,C3112,2025-01-25,DELIVERED
O902178,C8735,2025-06-14,
O902179,C7834,2025-07-10,SHIPPED
O902180,C4290,2025-10-24,DELIVERED
O902181,C6882,2025-10-29,DELIVERED
O902182,C10382,2025-01-16,SHIPPED
O902183,C8424,2025-12-01,PLACED
O902184,C3325,2025-09-22,SHIPPED
O902185,C6711,2025-08-16,SHIPPED
O902186,C3113,2025-05-23,SHIPPED
O902187,C3708,2025-12-15,DELIVERED
O902188,C4808,2025-05-29,
O902189,C9551,2025-02-14,DELIVERED
O902190,C8976,2025-02-19,SHIPPED
O902191,C1142,2025-08-23,DELIVERED
O902192,C3437,2025-12-08,
O902193,C8771,2025-03-23,SHIPPED
O902194,C5883,2025-07-10,SHIPPED
O902195,C10790,2025-01-08,PLACED
O902196,C9019,2025-12-15,SHIPPED
O902197,C10252,2025-11-22,DELIVERED
O902198,C9641,2025-04-17,SHIPPED
O902199,C9381,2025-01-20,SHIPPED
O902200,C9375,2025-11-03,PLACED
O902201,C7289,2025-09-18,DELIVERED
O902202,C4699,2025-10-08,PLACED
O902203,C9950,2025-04-03,
O902204,C8399,2025-04-21,SHIPPED
O902205,C5490,2026-01-03,DELIVERED
O902206,C1721,2025-04-25,
O902207,C1886,2025-11-28,PLACED
O902208,C3352,2025-06-26,PLACED
O902209,C4351,2025-05-02,
O902210,C6680,2025-10-21,PLACED
O902211,C6031,2025-07-10,PLACED
O902212,C4430,2025-05-06,
O902213,C3555,2025-04-03,DELIVERED
O902214,C1206,2026-01-02,PLACED
O902215,C7737,2025-06-11,DELIVERED
O902216,C8145,2025-10-20,DELIVERED
O902217,C8884,2025-06-17,DELIVERED
O902218,C6412,2025-06-15,DELIVERED
O902219,C6043,2025-04-17,DELIVERED
O902220,C5503,2025-09-01,PLACED
O902221,C3876,2025-12-22,
O902222,C2161,2025-09-15,SHIPPED
O902223,C7599,2025-10-07,PLACED
O902224,C4703,2025-12-02,DELIVERED
O902225,C10298,2025-05-31,SHIPPED
O902226,C1709,2025-04-28,PLACED
O902227,C3474,2025-05-12,PLACED
O902228,C9135,2025-06-15,
O902229,C8015,2025-07-01,
O902230,C2443,2025-08-28,
O902231,C2963,2025-02-09,PLACED
O902232,C7492,2025-09-15,SHIPPED
O902233,C4592,2025-02-16,
O902234,C4557,2025-08-20,SHIPPED
O902235,C5544,2025-02-20,DELIVERED
O902236,C4975,2025-06-05,DELIVERED
O902237,C5231,2025-08-12,DELIVERED
O902238,C10722,2025-03-14,
O902239,C1600,2025-03-07,DELIVERED
O902240,C10973,2025-06-11,PLACED
O902241,C4761,2025-06-12,SHIPPED
O902242,C5294,2025-12-04,PLACED
O902243,C9371,2025-01-03,PLACED
O902244,C3646,2025-11-21,
O902245,C6903,2025-10-24,SHIPPED
O902246,C7355,2025-03-21,DELIVERED
O902247,C8786,2025-06-14,SHIPPED
O902248,C1690,2025-09-11,DELIVERED
O902249,C10681,2025-03-26,SHIPPED
O902250,C1533,2025-01-03,DELIVERED
O902251,C8894,2025-05-08,PLACED
O902252,C9172,2025-05-06,PLACED
O902253,C4165,2025-10-12,SHIPPED
O902254,C1944,2025-10-10,SHIPPED
O902255,C5037,2025-08-11,
O902256,C2587,2025-09-18,
O902257,C1686,2025-03-14,PLACED
O902258,C10749,2025-11-13,SHIPPED
O902259,C8723,2025-03-29,
O902260,C9578,2025-09-24,PLACED
O902261,C4411,2025-05-22,
O902262,C6673,2025-03-16,
O902263,C4187,2025-10-20,PLACED
O902264,C8823,2025-10-18,SHIPPED
O902265,C1145,2025-01-16,SHIPPED
O902266,C9357,2025-10-23,SHIPPED
O902267,C2504,2025-09-18,SHIPPED
O902268,C9888,2025-05-29,DELIVERED
O902269,C2545,2025-07-10,DELIVERED
O902270,C7982,2025-11-13,DELIVERED
O902271,C3325,2025-03-24,
O902272,C1100,2026-01-13,DELIVERED
O902273,C7512,2025-11-04,PLACED
O902274,C10982,2025-01-10,DELIVERED
O902275,C3260,2025-02-02,
O902276,C3683,2025-05-22,SHIPPED
O902277,C5107,2025-12-27,
O902278,C6528,2025-11-03,SHIPPED
O902279,C3848,2025-11-14,SHIPPED
O902280,C4430,2025-06-25,PLACED
O902281,C4193,2025-10-14,SHIPPED
O902282,C2360,2025-06-15,
O902283,C5663,2025-10-07,
O902284,C6561,2026-01-24,
O902285,C6704,2025-12-16,DELIVERED
O902286,C3609,2025-09-12,SHIPPED
O902287,C3532,2025-06-15,PLACED
O902288,C8904,2026-01-22,DELIVERED
O902289,C2146,2025-03-26,DELIVERED
O902290,C1691,2025-12-13,SHIPPED
O902291,C1552,2025-08-09,
O902292,C2752,2025-04-19,PLACED
O902293,C4239,2026-01-24,DELIVERED
O902294,C1576,2025-08-21,SHIPPED
O902295,C3796,2025-07-31,DELIVERED
O902296,C5911,2026-01-10,PLACED
O902297,C7728,2026-01-03,PLACED
O902298,C1914,2025-07-04,PLACED
O902299,C5463,2025-07-18,PLACED
O902300,C8335,2025-10-05,SHIPPED
O902301,C9845,2025-10-10,
O902302,C4962,2025-02-06,SHIPPED
O902303,C8308,2025-09-02,
O902304,C6062,2025-01-11,SHIPPED
O902305,C5687,2025-04-09,PLACED
O902306,C3661,2025-09-12,PLACED
O902307,C8419,2025-05-05,
O902308,C1488,2025-10-25,SHIPPED
O902309,C1102,2025-12-30,SHIPPED
O902310,C6810,2025-04-10,DELIVERED
O902311,C9084,2025-01-14,DELIVERED
O902312,C10901,2025-03-08,SHIPPED
O902313,C8294,2025-12-25,
O902314,C5735,2025-08-28,SHIPPED
O902315,C5043,2025-10-14,PLACED
O902316,C3703,2025-12-05,
O902317,C6936,2026-01-31,PLACED
O902318,C5877,2025-11-11,DELIVERED
O902319,C10462,2025-01-25,DELIVERED
O902320,C10940,2025-01-27,SHIPPED
O902321,C8947,2025-12-14,PLACED
O902322,C3461,2025-11-12,DELIVERED
O902323,C10164,2025-07-13,
O902324,C9505,2025-12-23,
O902325,C3791,2025-05-06,DELIVERED
O902326,C10001,2025-08-21,
O902327,C5614,2025-03-17,PLACED
O902328,C9806,2025-09-22,SHIPPED
O902329,C1596,2025-05-30,PLACED
O902330,C3292,2025-03-28,
O902331,C7616,2025-12-08,
O902332,C8084,2025-05-22,SHIPPED
O902333,C3371,2025-12-25,SHIPPED
O902334,C4466,2025-11-18,SHIPPED
O902335,C9073,2025-05-09,PLACED
O902336,C10184,2025-05-06,SHIPPED
O902337,C4909,2025-09-03,
O902338,C2094,2025-01-10,SHIPPED
O902339,C8762,2025-01-16,DELIVERED
O902340,C7863,2025-09-28,DELIVERED
O902341,C4642,2025-05-09,PLACED
O902342,C8085,2025-06-10,DELIVERED
O902343,C10681,2025-04-04,PLACED
O902344,C6700,2025-11-10,
O902345,C6100,2025-07-08,
O902346,C10823,2025-01-25,SHIPPED
O902347,C4631,2025-09-08,
O902348,C2395,2025-12-06,PLACED
O902349,C5778,2025-06-04,DELIVERED
O902350,C6495,2025-05-09,
O902351,C8836,2025-08-10,SHIPPED
O902352,C7629,2025-12-21,DELIVERED
O902353,C5058,2025-11-24,DELIVERED
O902354,C6075,2025-04-11,PLACED
O902355,C2063,2025-08-19,SHIPPED
O902356,C10287,2025-05-13,DELIVERED
O902357,C2261,2025-08-19,DELIVERED
O902358,C4359,2025-10-23,DELIVERED
O902359,C5545,2026-01-05,
O902360,C7711,2025-10-10,
O902361,C2679,2025-02-24,
O902362,C7231,2025-04-16,
O902363,C1840,2025-01-23,
O902364,C2441,2025-03-11,PLACED
O902365,C4479,2025-03-13,DELIVERED
O902366,C1300,2025-07-23,
O902367,C4696,2025-09-10,
O902368,C5600,2025-02-14,PLACED
O902369,C1112,2025-05-18,
O902370,C4299,2025-10-20,
O902371,C1223,2025-08-08,SHIPPED
O902372,C10898,2025-07-27,
O902373,C9443,2025-05-07,SHIPPED
O902374,C4849,2025-03-25,PLACED
O902375,C2431,2025-04-23,SHIPPED
O902376,C1216,2025-08-01,PLACED
O902377,C4762,2025-09-28,
O902378,C7537,2025-12-26,SHIPPED
O902379,C9328,2025-08-11,PLACED
O902380,C4507,2025-07-11,SHIPPED
O902381,C6240,2025-01-05,
O902382,C7480,2026-01-13,
O902383,C8699,2025-04-18,DELIVERED
O902384,C2747,2025-08-31,SHIPPED
O902385,C4531,2025-12-26,PLACED
O902386,C7573,2025-07-22,
O902387,C4086,2026-01-27,DELIVERED
O902388,C8357,2025-05-30,
O902389,C3974,2025-11-08,DELIVERED
O902390,C3590,2025-02-09,
O902391,C1819,2025-05-21,SHIPPED
O902392,C1643,2025-02-18,SHIPPED
O902393,C10234,2026-01-02,PLACED
O902394,C8349,2025-10-13,SHIPPED
O902395,C8746,2025-01-12,PLACED
O902396,C8709,2025-06-24,DELIVERED
O902397,C4327,2025-05-25,
O902398,C2403,2025-02-07,PLACED
O902399,C3407,2025-07-04,
O902400,C1179,2025-04-21,DELIVERED
O902401,C8399,2025-02-22,PLACED
O902402,C7310,2025-03-08,
O902403,C2598,2025-09-14,SHIPPED
O902404,C3239,2025-03-16,PLACED
O902405,C10883,2026-01-06,PLACED
O902406,C2479,2026-01-05,SHIPPED
O902407,C5510,2025-10-19,DELIVERED
O902408,C4163,2025-12-23,SHIPPED
O902409,C10574,2025-08-21,PLACED
O902410,C5075,2026-01-05,SHIPPED
O902411,C9544,2025-07-04,SHIPPED
O902412,C6786,2025-10-18,SHIPPED
O902413,C5075,2026-01-16,PLACED
O902414,C2780,2025-07-31,DELIVERED
O902415,C5772,2025-06-30,PLACED
O902416,C7921,2025-02-22,DELIVERED
O902417,C4305,2025-10-31,SHIPPED
O902418,C5827,2025-12-08,PLACED
O902419,C3357,2025-10-03,
O902420,C3645,2025-03-19,PLACED
O902421,C3159,2026-01-17,
O902422,C5558,2025-08-04,
O902423,C6448,2025-06-29,DELIVERED
O902424,C6940,2025-05-02,
O902425,C4456,2025-11-19,PLACED
O902426,C7439,2025-12-13,PLACED
O902427,C2201,2025-11-08,PLACED
O902428,C8041,2025-11-15,DELIVERED
O902429,C1976,2025-03-08,DELIVERED
O902430,C2966,2025-12-24,DELIVERED
O902431,C1976,2025-11-01,DELIVERED
O902432,C9704,2025-02-01,
O902433,C8495,2025-08-07,DELIVERED
O902434,C2317,2026-01-13,PLACED
O902435,C1380,2025-10-14,PLACED
O902436,C1840,2025-04-21,PLACED
O902437,C9612,2025-06-03,PLACED
O902438,C10025,2025-03-11,
O902439,C8266,2025-09-23,PLACED
O902440,C10567,2025-06-25,SHIPPED
O902441,C2518,2025-09-07,DELIVERED
O902442,C10559,2025-03-01,DELIVERED
O902443,C9792,2025-06-15,
O902444,C9777,2025-10-23,DELIVERED
O902445,C5692,2025-11-27,PLACED
O902446,C7566,2025-06-05,DELIVERED
O902447,C10718,2025-12-08,DELIVERED
O902448,C10059,2025-11-24,DELIVERED
O902449,C3289,2025-02-27,DELIVERED
O902450,C8812,2025-05-02,DELIVERED
O902451,C1884,2025-05-25,DELIVERED
O902452,C7235,2026-01-24,PLACED
O902453,C7599,2025-04-07,PLACED
O902454,C10763,2025-02-22,SHIPPED
O902455,C3519,2025-11-03,SHIPPED
O902456,C7098,2025-01-26,PLACED
O902457,C5389,2025-04-19,PLACED
O902458,C1106,2025-03-26,SHIPPED
O902459,C4620,2025-12-04,SHIPPED
O902460,C8452,2025-01-07,PLACED
O902461,C4797,2025-02-04,DELIVERED
O902462,C6312,2025-01-03,SHIPPED
O902463,C6442,2025-06-04,PLACED
O902464,C1002,2025-09-09,SHIPPED
O902465,C3685,2025-05-24,
O902466,C6426,2025-08-16,PLACED
O902467,C10821,2025-04-15,PLACED
O902468,C8078,2025-02-07,
O902469,C2695,2025-11-14,DELIVERED
O902470,C10169,2025-10-29,PLACED
O902471,C5035,2025-10-18,
O902472,C4608,2025-09-03,DELIVERED
O902473,C9152,2025-05-07,SHIPPED
O902474,C3457,2025-12-05,PLACED
O902475,C1512,2025-07-25,SHIPPED
O902476,C7672,2025-11-22,DELIVERED
O902477,C7441,2025-06-16,PLACED
O902478,C5383,2025-02-15,PLACED
O902479,C8727,2025-01-27,DELIVERED
O902480,C1793,2025-07-28,SHIPPED
O902481,C7704,2025-02-27,SHIPPED
O902482,C8769,2025-02-12,SHIPPED
O902483,C2085,2025-05-06,PLACED
O902484,C1413,2025-02-08,PLACED
O902485,C5410,2025-05-03,
O902486,C5212,2025-08-15,SHIPPED
O902487,C7787,2025-03-01,PLACED
O902488,C3070,2025-07-31,SHIPPED
O902489,C7043,2025-01-09,PLACED
O902490,C6010,2026-02-05,PLACED
O902491,C9775,2025-12-31,PLACED
O902492,C5417,2025-09-16,DELIVERED
O902493,C1710,2025-07-12,SHIPPED
O902494,C2275,2025-10-09,SHIPPED
O902495,C2595,2025-05-31,PLACED
O902496,C2216,2025-02-18,SHIPPED
O902497,C8947,2025-04-22,
O902498,C9654,2025-07-18,SHIPPED
O902499,C3680,2025-01-18,SHIPPED
O902500,C6149,2025-10-07,
O902501,C9732,2025-07-02,
O902502,C1746,2025-12-17,DELIVERED
O902503,C7014,2025-05-03,DELIVERED
O902504,C7033,2025-09-27,PLACED
O902505,C3715,2025-09-25,SHIPPED
O902506,C7650,2025-03-25,SHIPPED
O902507,C3088,2025-04-04,PLACED
O902508,C1220,2025-07-19,
O902509,C6701,2025-09-29,SHIPPED
O902510,C1511,2025-11-09,SHIPPED
O902511,C10781,2025-02-16,
O902512,C8216,2025-02-15,PLACED
O902513,C9005,2025-02-06,DELIVERED
O902514,C1099,2025-09-27,
O902515,C6516,2025-03-21,
O902516,C1041,2025-04-29,
O902517,C7223,2026-01-17,PLACED
O902518,C5939,2026-01-07,
O902519,C5451,2025-10-10,DELIVERED
O902520,C9778,2025-09-11,SHIPPED
O902521,C8861,2026-02-04,
O902522,C10895,2025-02-08,SHIPPED
O902523,C3430,2025-05-02,DELIVERED
O902524,C5971,2025-03-06,SHIPPED
O902525,C3118,2025-01-07,PLACED
O902526,C5175,2025-03-16,SHIPPED
O902527,C1819,2025-09-08,PLACED
O902528,C9921,2025-04-19,SHIPPED
O902529,C5521,2025-10-07,PLACED
O902530,C10137,2025-03-03,PLACED
O902531,C6632,2025-08-19,DELIVERED
O902532,C9509,2025-09-08,PLACED
O902533,C3059,2025-07-01,DELIVERED
O902534,C10343,2025-05-26,DELIVERED
O902535,C1290,2025-08-06,
O902536,C10718,2025-09-03,SHIPPED
O902537,C4853,2025-01-30,
O902538,C10953,2025-07-19,DELIVERED
O902539,C7685,2025-09-16,
O902540,C5728,2026-01-22,PLACED
O902541,C9660,2025-04-01,
O902542,C3433,2026-01-24,PLACED
O902543,C6119,2025-03-27,
O902544,C3835,2025-12-08,PLACED
O902545,C9551,2025-07-14,PLACED
O902546,C3103,2025-05-06,
O902547,C10936,2025-12-28,DELIVERED
O902548,C9082,2025-08-31,
O902549,C2848,2026-01-01,DELIVERED
O902550,C9917,2025-06-25,DELIVERED
O902551,C7599,2025-04-30,DELIVERED
O902552,C10281,2025-02-05,
O902553,C9080,2025-03-11,DELIVERED
O902554,C4099,2025-03-25,DELIVERED
O902555,C6824,2025-10-15,PLACED
O902556,C3441,2025-03-02,
O902557,C1601,2025-06-02,DELIVERED
O902558,C1839,2025-12-08,
O902559,C6487,2025-08-26,
O902560,C2820,2025-03-29,PLACED
O902561,C6372,2025-11-14,PLACED
O902562,C10968,2025-04-12,SHIPPED
O902563,C9120,2025-07-27,SHIPPED
O902564,C10930,2025-06-07,SHIPPED
O902565,C4667,2025-03-17,SHIPPED
O902566,C8774,2025-08-13,DELIVERED
O902567,C5237,2025-10-26,PLACED
O902568,C1972,2025-06-30,SHIPPED
O902569,C9286,2025-03-20,
O902570,C1668,2025-12-08,SHIPPED
O902571,C10855,2025-07-20,SHIPPED
O902572,C10746,2025-04-18,
O902573,C4523,2025-01-13,PLACED
O902574,C9270,2025-05-19,DELIVERED
O902575,C10472,2025-04-21,PLACED
O902576,C3061,2025-08-04,DELIVERED
O902577,C6225,2025-05-18,
O902578,C2325,2025-01-01,SHIPPED
O902579,C4735,2025-01-07,PLACED
O902580,C5999,2025-02-20,
O902581,C1320,2025-09-30,DELIVERED
O902582,C4416,2025-07-24,SHIPPED
O902583,C9670,2026-01-19,
O902584,C3268,2025-04-05,
O902585,C5967,2025-02-19,SHIPPED
O902586,C7836,2025-03-06,
O902587,C4948,2025-10-02,DELIVERED
O902588,C6772,2025-01-22,SHIPPED
O902589,C5521,2025-11-02,DELIVERED
O902590,C6395,2025-12-28,
O902591,C5543,2025-10-06,DELIVERED
O902592,C3246,2025-05-24,DELIVERED
O902593,C8853,2025-08-29,
O902594,C7282,2025-09-27,DELIVERED
O902595,C5711,2025-05-31,PLACED
O902596,C5279,2025-01-28,PLACED
O902597,C10995,2025-06-28,PLACED
O902598,C6835,2025-07-01,DELIVERED
O902599,C6829,2025-10-27,
O902600,C4440,2025-01-23,DELIVERED
O902601,C5036,2025-02-15,
O902602,C8429,2025-05-14,SHIPPED
O902603,C8161,2025-06-17,DELIVERED
O902604,C1447,2025-06-07,PLACED
O902605,C4771,2025-05-15,SHIPPED
O902606,C10843,2026-01-19,PLACED
O902607,C5150,2025-07-22,DELIVERED
O902608,C6999,2025-12-13,
O902609,C2562,2025-04-09,
O902610,C1691,2025-09-28,DELIVERED
O902611,C4314,2025-11-11,SHIPPED
O902612,C2045,2025-04-29,PLACED
O902613,C6491,2025-05-15,PLACED
O902614,C2508,2026-01-12,PLACED
O902615,C2137,2025-06-11,SHIPPED
O902616,C9582,2025-04-14,PLACED
O902617,C10401,2025-07-22,SHIPPED
O902618,C3819,2026-01-06,SHIPPED
O902619,C2097,2025-05-20,
O902620,C3854,2025-07-21,PLACED
O902621,C6152,2025-01-12,
O902622,C1961,2025-09-13,PLACED
O902623,C4124,2025-01-11,DELIVERED
O902624,C4934,2025-05-30,SHIPPED
O902625,C2866,2025-06-29,DELIVERED
O902626,C5121,2025-10-11,
O902627,C2131,2025-03-29,
O902628,C5250,2025-07-05,PLACED
O902629,C7124,2025-07-21,
O902630,C5651,2026-01-26,DELIVERED
O902631,C4656,2025-06-05,
O902632,C7020,2025-04-07,DELIVERED
O902633,C4356,2026-01-30,PLACED
O902634,C5334,2025-05-24,DELIVERED
O902635,C6200,2026-01-18,
O902636,C8050,2025-08-19,
O902637,C6678,2025-08-13,PLACED
O902638,C10770,2025-03-26,
O902639,C3831,2025-01-30,SHIPPED
O902640,C10430,2025-09-10,
O902641,C8246,2025-05-14,DELIVERED
O902642,C10374,2025-02-15,SHIPPED
O902643,C9671,2025-09-09,PLACED
O902644,C6779,2025-06-02,DELIVERED
O902645,C2261,2025-06-01,DELIVERED
O902646,C6967,2025-07-06,SHIPPED
O902647,C8351,2025-06-10,
O902648,C1428,2026-01-03,
O902649,C5704,2025-07-29,
O902650,C9179,2025-12-09,
O902651,C6724,2025-12-26,DELIVERED
O902652,C9418,2025-11-02,DELIVERED
O902653,C6976,2025-06-17,DELIVERED
O902654,C10570,2025-02-27,DELIVERED
O902655,C8427,2025-08-02,SHIPPED
O902656,C4208,2025-02-01,SHIPPED
O902657,C7029,2025-09-10,PLACED
O902658,C5392,2025-08-30,
O902659,C9519,2025-12-31,DELIVERED
O902660,C3894,2025-07-02,
O902661,C5858,2025-01-14,
O902662,C9080,2025-11-15,SHIPPED
O902663,C6543,2026-01-21,SHIPPED
O902664,C8522,2025-03-21,SHIPPED
O902665,C1181,2025-10-23,DELIVERED
O902666,C2419,2025-01-18,
O902667,C4864,2025-08-22,PLACED
O902668,C8588,2025-10-13,DELIVERED
O902669,C8651,2025-03-02,
O902670,C6750,2026-01-14,SHIPPED
O902671,C8112,2025-10-25,SHIPPED
O902672,C9169,2026-01-08,PLACED
O902673,C6261,2025-05-19,
O902674,C2488,2025-05-17,DELIVERED
O902675,C8205,2025-01-07,PLACED
O902676,C5721,2025-05-16,PLACED
O902677,C8257,2025-08-05,SHIPPED
O902678,C9134,2025-03-31,DELIVERED
O902679,C1585,2025-10-30,PLACED
O902680,C8597,2026-01-25,PLACED
O902681,C4651,2025-06-04,PLACED
O902682,C10703,2025-06-03,DELIVERED
O902683,C6938,2025-07-29,SHIPPED
O902684,C8967,2025-01-27,PLACED
O902685,C5819,2025-12-19,DELIVERED
O902686,C9085,2026-02-05,DELIVERED
O902687,C7365,2025-02-20,
O902688,C9654,2025-08-29,
O902689,C1691,2025-07-15,PLACED
O902690,C6289,2025-07-05,DELIVERED
O902691,C4495,2025-08-31,PLACED
O902692,C5938,2025-07-08,
O902693,C10083,2025-06-02,SHIPPED
O902694,C8158,2025-02-23,DELIVERED
O902695,C5388,2026-01-19,PLACED
O902696,C1197,2025-05-19,
O902697,C4022,2025-09-10,PLACED
O902698,C3454,2025-05-27,PLACED
O902699,C6658,2025-09-16,DELIVERED
O902700,C4834,2025-12-10,SHIPPED
O902701,C4852,2025-05-17,DELIVERED
O902702,C4812,2025-09-28,DELIVERED
O902703,C6637,2025-08-27,DELIVERED
O902704,C10682,2025-07-08,
O902705,C4943,2026-02-03,
O902706,C7130,2026-01-22,
O902707,C8578,2025-05-29,DELIVERED
O902708,C5890,2025-12-14,DELIVERED
O902709,C3993,2025-04-11,SHIPPED
O902710,C6047,2025-05-06,PLACED
O902711,C3335,2025-01-13,DELIVERED
O902712,C4070,2025-06-03,
O902713,C4135,2025-01-22,SHIPPED
O902714,C2610,2025-07-03,SHIPPED
O902715,C6550,2025-08-16,PLACED
O902716,C8945,2025-05-21,PLACED
O902717,C2794,2025-10-18,SHIPPED
O902718,C1343,2025-03-05,DELIVERED
O902719,C7233,2025-10-09,PLACED
O902720,C7008,2025-08-26,DELIVERED
O902721,C1494,2025-01-21,
O902722,C7863,2025-10-24,SHIPPED
O902723,C10196,2025-10-11,DELIVERED
O902724,C4307,2025-04-01,SHIPPED
O902725,C2125,2025-08-08,
O902726,C7189,2025-08-21,SHIPPED
O902727,C4787,2025-10-25,
O902728,C1335,2025-05-01,SHIPPED
O902729,C3636,2025-08-31,
O902730,C8677,2025-06-03,PLACED
O902731,C4034,2025-04-19,
O902732,C6824,2025-07-26,
O902733,C3748,2025-10-01,PLACED
O902734,C6599,2025-08-29,PLACED
O902735,C2500,2025-02-23,PLACED
O902736,C8949,2025-06-28,DELIVERED
O902737,C3303,2025-02-21,SHIPPED
O902738,C10476,2025-06-07,SHIPPED
O902739,C10568,2025-03-17,
O902740,C9429,2025-07-14,
O902741,C4799,2025-05-11,
O902742,C6164,2025-06-19,
O902743,C7403,2026-01-10,
O902744,C4439,2025-06-17,PLACED
O902745,C4999,2025-04-19,
O902746,C5824,2025-03-15,PLACED
O902747,C6827,2025-05-02,SHIPPED
O902748,C3846,2025-04-17,DELIVERED
O902749,C6972,2025-04-29,PLACED
O902750,C2117,2025-04-06,
O902751,C9592,2025-08-23,SHIPPED
O902752,C4286,2026-01-08,DELIVERED
O902753,C7223,2026-01-08,PLACED
O902754,C5255,2025-12-14,
O902755,C9575,2025-11-22,
O902756,C1209,2025-05-29,
O902757,C9367,2025-03-27,DELIVERED
O902758,C2356,2025-11-25,SHIPPED
O902759,C8706,2025-02-17,
O902760,C6008,2025-02-19,PLACED
O902761,C9994,2025-10-31,PLACED
O902762,C2980,2025-07-31,PLACED
O902763,C6712,2025-06-29,DELIVERED
O902764,C10174,2025-03-28,PLACED
O902765,C9485,2025-12-04,PLACED
O902766,C3028,2025-05-09,DELIVERED
O902767,C3332,2026-01-01,DELIVERED
O902768,C1479,2025-07-22,
O902769,C1345,2025-05-04,PLACED
O902770,C10644,2025-01-31,DELIVERED
O902771,C4973,2025-09-21,PLACED
O902772,C7583,2025-06-30,PLACED
O902773,C1269,2025-08-25,
O902774,C7342,2025-05-04,DELIVERED
O902775,C1027,2025-06-09,DELIVERED
O902776,C1060,2025-11-08,DELIVERED
O902777,C8732,2026-01-25,PLACED
O902778,C3619,2025-05-24,SHIPPED
O902779,C7256,2025-05-14,
O902780,C7279,2026-01-11,DELIVERED
O902781,C1437,2025-09-02,SHIPPED
O902782,C3437,2025-11-21,
O902783,C8503,2025-09-20,DELIVERED
O902784,C9157,2025-08-27,
O902785,C2848,2025-05-28,
O902786,C6322,2025-03-04,PLACED
O902787,C4169,2025-08-27,SHIPPED
O902788,C7802,2025-11-10,PLACED
O902789,C10086,2025-08-12,DELIVERED
O902790,C2752,2025-02-21,SHIPPED
O902791,C10813,2025-05-10,DELIVERED
O902792,C4136,2025-11-09,SHIPPED
O902793,C7564,2025-05-14,SHIPPED
O902794,C1005,2025-07-28,DELIVERED
O902795,C2245,2025-08-17,
O902796,C8370,2025-09-12,DELIVERED
O902797,C5248,2025-10-12,DELIVERED
O902798,C8812,2025-03-23,SHIPPED
O902799,C8340,2025-10-19,PLACED
O902800,C5002,2025-08-30,
O902801,C6236,2025-06-13,SHIPPED
O902802,C5009,2025-08-10,PLACED
O902803,C9922,2025-04-04,DELIVERED
O902804,C4010,2025-02-07,DELIVERED
O902805,C9127,2025-02-09,SHIPPED
O902806,C9285,2025-05-22,
O902807,C5939,2025-12-11,PLACED
O902808,C1129,2025-11-05,SHIPPED
O902809,C1865,2026-01-03,PLACED
O902810,C4176,2025-11-28,DELIVERED
O902811,C3851,2025-01-04,SHIPPED
